lat,lon,heatDays,extraDays
60.5,0.625,5,2.0
60.5,1.8749999999999998,5,2.0
60.5,3.125,5,2.0
60.5,4.375,5,2.0
60.5,5.625,3,0.0
60.5,6.875,3,0.0
60.5,8.125,3,0.0
60.5,9.375,5,2.0
60.5,10.625,6,3.0
60.5,11.875,6,3.0
60.5,13.125000000000002,6,3.0
60.5,14.375,7,4.0
60.5,15.625000000000002,8,5.0
60.5,16.875,7,4.0
60.5,18.125,6,3.0
60.5,19.375,5,2.0
60.5,20.625,6,3.0
60.5,21.875,7,4.0
60.5,23.125,7,4.0
60.5,24.375,7,4.0
60.5,25.625,8,5.0
60.5,26.875,8,5.0
60.5,28.125,8,5.0
60.5,29.375,8,5.0
60.5,30.625000000000004,10,7.0
60.5,31.875000000000004,10,7.0
60.5,33.125,8,5.0
60.5,34.375,9,6.0
60.5,35.625,9,6.0
60.5,36.875,11,8.0
60.5,38.125,11,8.0
60.5,39.375,10,7.0
60.5,40.625,10,7.0
60.5,41.875,9,6.0
60.5,43.125,10,7.0
60.5,44.375,9,6.0
60.5,45.625,6,3.0
60.5,46.875,7,4.0
60.5,48.125,8,5.0
60.5,49.375,6,3.0
60.5,50.625,4,1.0
60.5,51.875,4,1.0
60.5,53.125,4,1.0
60.5,54.375,4,1.0
60.5,55.625,4,1.0
60.5,56.875,4,1.0
60.5,58.125,4,1.0
60.5,59.37499999999999,3,0.0
60.5,60.62499999999999,2,-1.0
60.5,61.87500000000001,3,0.0
60.5,63.12500000000001,3,0.0
60.5,64.375,3,0.0
60.5,65.625,3,0.0
60.5,66.875,2,-1.0
60.5,68.125,2,-1.0
60.5,69.375,2,-1.0
60.5,70.625,2,-1.0
60.5,71.87500000000001,1,-2.0
60.5,73.125,1,-2.0
60.5,74.375,1,-2.0
60.5,75.625,2,-1.0
60.5,76.875,2,-1.0
60.5,78.125,2,-1.0
60.5,79.375,2,-1.0
60.5,80.625,2,-1.0
60.5,81.875,2,-1.0
60.5,83.12500000000001,2,-1.0
60.5,84.375,2,-1.0
60.5,85.625,2,-1.0
60.5,86.875,1,-2.0
60.5,88.125,1,-2.0
60.5,89.375,1,-2.0
60.5,90.625,1,-2.0
60.5,91.875,1,-2.0
60.5,93.125,1,-2.0
60.5,94.37500000000001,2,-1.0
60.5,95.625,2,-1.0
60.5,96.875,2,-1.0
60.5,98.125,2,-1.0
60.5,99.375,2,-1.0
60.5,100.625,2,-1.0
60.5,101.875,3,0.0
60.5,103.125,4,1.0
60.5,104.375,4,1.0
60.5,105.62500000000001,6,3.0
60.5,106.875,6,3.0
60.5,108.125,6,3.0
60.5,109.375,6,3.0
60.5,110.625,7,4.0
60.5,111.875,7,4.0
60.5,113.125,8,5.0
60.5,114.375,8,5.0
60.5,115.62500000000001,8,5.0
60.5,116.87500000000001,8,5.0
60.5,118.125,7,4.0
60.5,119.375,7,4.0
60.5,120.625,8,5.0
60.5,121.875,9,6.0
60.5,123.125,10,7.0
60.5,124.375,10,7.0
60.5,125.625,11,8.0
60.5,126.875,10,7.0
60.5,128.125,11,8.0
60.5,129.375,8,5.0
60.5,130.625,8,5.0
60.5,131.875,8,5.0
60.5,133.12500000000003,8,5.0
60.5,134.375,7,4.0
60.5,135.625,7,4.0
60.5,136.875,8,5.0
60.5,138.125,7,4.0
60.5,139.375,9,6.0
60.5,140.625,10,7.0
60.5,141.875,13,10.0
60.5,143.125,13,10.0
60.5,144.375,15,12.0
60.5,145.625,15,12.0
60.5,146.875,18,15.0
60.5,148.125,18,15.0
60.5,149.375,12,9.0
60.5,150.625,14,11.0
60.5,151.875,17,14.0
60.5,153.125,14,11.0
60.5,154.375,12,9.0
60.5,155.625,11,8.0
60.5,156.875,8,5.0
60.5,158.125,7,4.0
60.5,159.375,10,7.0
60.5,160.625,9,6.0
60.5,161.875,8,5.0
60.5,163.125,8,5.0
60.5,164.375,9,6.0
60.5,165.625,10,7.0
60.5,166.875,7,4.0
60.5,168.125,6,3.0
60.5,169.375,6,3.0
60.5,170.625,8,5.0
60.5,171.875,9,6.0
60.5,173.125,7,4.0
60.5,174.375,7,4.0
60.5,175.625,6,3.0
60.5,176.87500000000003,6,3.0
60.5,178.125,6,3.0
60.5,179.375,7,4.0
60.5,180.625,7,4.0
60.5,181.875,7,4.0
60.5,183.125,9,6.0
60.5,184.375,7,4.0
60.5,185.625,7,4.0
60.5,186.875,7,4.0
60.5,188.125,3,0.0
60.5,189.375,3,0.0
60.5,190.625,3,0.0
60.5,191.875,3,0.0
60.5,193.125,3,0.0
60.5,194.375,3,0.0
60.5,195.625,2,-1.0
60.5,196.875,3,0.0
60.5,198.125,3,0.0
60.5,199.37500000000003,3,0.0
60.5,200.625,3,0.0
60.5,201.875,3,0.0
60.5,203.125,3,0.0
60.5,204.375,3,0.0
60.5,205.625,3,0.0
60.5,206.875,3,0.0
60.5,208.125,3,0.0
60.5,209.375,3,0.0
60.5,210.625,4,1.0
60.5,211.875,5,2.0
60.5,213.125,7,4.0
60.5,214.375,7,4.0
60.5,215.625,7,4.0
60.5,216.875,8,5.0
60.5,218.125,8,5.0
60.5,219.375,9,6.0
60.5,220.625,9,6.0
60.5,221.87500000000003,9,6.0
60.5,223.125,11,8.0
60.5,224.375,12,9.0
60.5,225.625,12,9.0
60.5,226.875,12,9.0
60.5,228.125,12,9.0
60.5,229.375,17,14.0
60.5,230.62499999999997,20,17.0
60.5,231.875,22,19.0
60.5,233.12500000000003,20,17.0
60.5,234.375,21,18.0
60.5,235.62500000000003,18,15.0
60.5,236.875,17,14.0
60.5,238.12500000000003,18,15.0
60.5,239.375,18,15.0
60.5,240.62500000000003,19,16.0
60.5,241.875,14,11.0
60.5,243.12500000000003,13,10.0
60.5,244.375,13,10.0
60.5,245.625,12,9.0
60.5,246.875,12,9.0
60.5,248.125,14,11.0
60.5,249.37499999999997,14,11.0
60.5,250.625,14,11.0
60.5,251.87499999999997,14,11.0
60.5,253.125,14,11.0
60.5,254.37500000000003,16,13.0
60.5,255.625,17,14.0
60.5,256.875,18,15.0
60.5,258.125,19,16.0
60.5,259.375,20,17.0
60.5,260.625,19,16.0
60.5,261.875,20,17.0
60.5,263.125,20,17.0
60.5,264.375,21,18.0
60.5,265.625,19,16.0
60.5,266.875,18,15.0
60.5,268.125,18,15.0
60.5,269.375,17,14.0
60.5,270.625,17,14.0
60.5,271.875,17,14.0
60.5,273.125,13,10.0
60.5,274.375,8,5.0
60.5,275.625,8,5.0
60.5,276.875,7,4.0
60.5,278.125,7,4.0
60.5,279.375,6,3.0
60.5,280.625,6,3.0
60.5,281.875,6,3.0
60.5,283.125,5,2.0
60.5,284.375,6,3.0
60.5,285.625,4,1.0
60.5,286.875,4,1.0
60.5,288.125,4,1.0
60.5,289.375,4,1.0
60.5,290.625,5,2.0
60.5,291.875,5,2.0
60.5,293.125,6,3.0
60.5,294.375,6,3.0
60.5,295.625,7,4.0
60.5,296.875,7,4.0
60.5,298.125,6,3.0
60.5,299.37500000000006,6,3.0
60.5,300.625,6,3.0
60.5,301.875,7,4.0
60.5,303.125,6,3.0
60.5,304.375,6,3.0
60.5,305.625,5,2.0
60.5,306.875,4,1.0
60.5,308.125,4,1.0
60.5,309.375,4,1.0
60.5,310.625,4,1.0
60.5,311.875,5,2.0
60.5,313.125,5,2.0
60.5,314.375,6,3.0
60.5,315.625,3,0.0
60.5,316.875,3,0.0
60.5,318.125,3,0.0
60.5,319.375,2,-1.0
60.5,320.62500000000006,2,-1.0
60.5,321.875,1,-2.0
60.5,323.125,1,-2.0
60.5,324.375,1,-2.0
60.5,325.625,1,-2.0
60.5,326.875,1,-2.0
60.5,328.125,0,-3.0
60.5,329.375,0,-3.0
60.5,330.625,0,-3.0
60.5,331.875,0,-3.0
60.5,333.125,0,-3.0
60.5,334.375,0,-3.0
60.5,335.625,0,-3.0
60.5,336.875,0,-3.0
60.5,338.125,1,-2.0
60.5,339.375,2,-1.0
60.5,340.625,2,-1.0
60.5,341.875,2,-1.0
60.5,343.125,2,-1.0
60.5,344.37500000000006,4,1.0
60.5,345.625,4,1.0
60.5,346.875,4,1.0
60.5,348.125,4,1.0
60.5,349.375,5,2.0
60.5,350.625,5,2.0
60.5,351.875,6,3.0
60.5,353.125,6,3.0
60.5,354.375,6,3.0
60.5,355.625,5,2.0
60.5,356.875,5,2.0
60.5,358.125,5,2.0
60.5,359.375,5,2.0
61.50000000000001,0.625,4,1.0
61.50000000000001,1.8749999999999998,4,1.0
61.50000000000001,3.125,3,0.0
61.50000000000001,4.375,3,0.0
61.50000000000001,5.625,3,0.0
61.50000000000001,6.875,3,0.0
61.50000000000001,8.125,3,0.0
61.50000000000001,9.375,4,1.0
61.50000000000001,10.625,6,3.0
61.50000000000001,11.875,6,3.0
61.50000000000001,13.125000000000002,7,4.0
61.50000000000001,14.375,7,4.0
61.50000000000001,15.625000000000002,5,2.0
61.50000000000001,16.875,5,2.0
61.50000000000001,18.125,5,2.0
61.50000000000001,19.375,5,2.0
61.50000000000001,20.625,6,3.0
61.50000000000001,21.875,6,3.0
61.50000000000001,23.125,7,4.0
61.50000000000001,24.375,7,4.0
61.50000000000001,25.625,8,5.0
61.50000000000001,26.875,8,5.0
61.50000000000001,28.125,8,5.0
61.50000000000001,29.375,8,5.0
61.50000000000001,30.625000000000004,7,4.0
61.50000000000001,31.875000000000004,6,3.0
61.50000000000001,33.125,7,4.0
61.50000000000001,34.375,7,4.0
61.50000000000001,35.625,8,5.0
61.50000000000001,36.875,11,8.0
61.50000000000001,38.125,11,8.0
61.50000000000001,39.375,11,8.0
61.50000000000001,40.625,11,8.0
61.50000000000001,41.875,11,8.0
61.50000000000001,43.125,9,6.0
61.50000000000001,44.375,9,6.0
61.50000000000001,45.625,7,4.0
61.50000000000001,46.875,8,5.0
61.50000000000001,48.125,8,5.0
61.50000000000001,49.375,7,4.0
61.50000000000001,50.625,5,2.0
61.50000000000001,51.875,4,1.0
61.50000000000001,53.125,4,1.0
61.50000000000001,54.375,4,1.0
61.50000000000001,55.625,4,1.0
61.50000000000001,56.875,4,1.0
61.50000000000001,58.125,4,1.0
61.50000000000001,59.37499999999999,2,-1.0
61.50000000000001,60.62499999999999,2,-1.0
61.50000000000001,61.87500000000001,2,-1.0
61.50000000000001,63.12500000000001,3,0.0
61.50000000000001,64.375,3,0.0
61.50000000000001,65.625,3,0.0
61.50000000000001,66.875,3,0.0
61.50000000000001,68.125,3,0.0
61.50000000000001,69.375,3,0.0
61.50000000000001,70.625,2,-1.0
61.50000000000001,71.87500000000001,2,-1.0
61.50000000000001,73.125,2,-1.0
61.50000000000001,74.375,2,-1.0
61.50000000000001,75.625,2,-1.0
61.50000000000001,76.875,2,-1.0
61.50000000000001,78.125,2,-1.0
61.50000000000001,79.375,2,-1.0
61.50000000000001,80.625,2,-1.0
61.50000000000001,81.875,2,-1.0
61.50000000000001,83.12500000000001,2,-1.0
61.50000000000001,84.375,3,0.0
61.50000000000001,85.625,2,-1.0
61.50000000000001,86.875,1,-2.0
61.50000000000001,88.125,1,-2.0
61.50000000000001,89.375,1,-2.0
61.50000000000001,90.625,1,-2.0
61.50000000000001,91.875,1,-2.0
61.50000000000001,93.125,1,-2.0
61.50000000000001,94.37500000000001,2,-1.0
61.50000000000001,95.625,2,-1.0
61.50000000000001,96.875,1,-2.0
61.50000000000001,98.125,1,-2.0
61.50000000000001,99.375,1,-2.0
61.50000000000001,100.625,1,-2.0
61.50000000000001,101.875,2,-1.0
61.50000000000001,103.125,2,-1.0
61.50000000000001,104.375,4,1.0
61.50000000000001,105.62500000000001,4,1.0
61.50000000000001,106.875,5,2.0
61.50000000000001,108.125,5,2.0
61.50000000000001,109.375,6,3.0
61.50000000000001,110.625,7,4.0
61.50000000000001,111.875,7,4.0
61.50000000000001,113.125,6,3.0
61.50000000000001,114.375,6,3.0
61.50000000000001,115.62500000000001,6,3.0
61.50000000000001,116.87500000000001,7,4.0
61.50000000000001,118.125,6,3.0
61.50000000000001,119.375,6,3.0
61.50000000000001,120.625,7,4.0
61.50000000000001,121.875,6,3.0
61.50000000000001,123.125,8,5.0
61.50000000000001,124.375,9,6.0
61.50000000000001,125.625,7,4.0
61.50000000000001,126.875,10,7.0
61.50000000000001,128.125,10,7.0
61.50000000000001,129.375,10,7.0
61.50000000000001,130.625,8,5.0
61.50000000000001,131.875,7,4.0
61.50000000000001,133.12500000000003,6,3.0
61.50000000000001,134.375,6,3.0
61.50000000000001,135.625,6,3.0
61.50000000000001,136.875,7,4.0
61.50000000000001,138.125,9,6.0
61.50000000000001,139.375,8,5.0
61.50000000000001,140.625,7,4.0
61.50000000000001,141.875,8,5.0
61.50000000000001,143.125,9,6.0
61.50000000000001,144.375,12,9.0
61.50000000000001,145.625,14,11.0
61.50000000000001,146.875,11,8.0
61.50000000000001,148.125,13,10.0
61.50000000000001,149.375,13,10.0
61.50000000000001,150.625,13,10.0
61.50000000000001,151.875,12,9.0
61.50000000000001,153.125,12,9.0
61.50000000000001,154.375,11,8.0
61.50000000000001,155.625,10,7.0
61.50000000000001,156.875,11,8.0
61.50000000000001,158.125,7,4.0
61.50000000000001,159.375,7,4.0
61.50000000000001,160.625,7,4.0
61.50000000000001,161.875,7,4.0
61.50000000000001,163.125,9,6.0
61.50000000000001,164.375,11,8.0
61.50000000000001,165.625,11,8.0
61.50000000000001,166.875,9,6.0
61.50000000000001,168.125,9,6.0
61.50000000000001,169.375,8,5.0
61.50000000000001,170.625,9,6.0
61.50000000000001,171.875,8,5.0
61.50000000000001,173.125,8,5.0
61.50000000000001,174.375,9,6.0
61.50000000000001,175.625,8,5.0
61.50000000000001,176.87500000000003,7,4.0
61.50000000000001,178.125,10,7.0
61.50000000000001,179.375,11,8.0
61.50000000000001,180.625,11,8.0
61.50000000000001,181.875,11,8.0
61.50000000000001,183.125,9,6.0
61.50000000000001,184.375,9,6.0
61.50000000000001,185.625,9,6.0
61.50000000000001,186.875,9,6.0
61.50000000000001,188.125,3,0.0
61.50000000000001,189.375,3,0.0
61.50000000000001,190.625,3,0.0
61.50000000000001,191.875,3,0.0
61.50000000000001,193.125,3,0.0
61.50000000000001,194.375,3,0.0
61.50000000000001,195.625,4,1.0
61.50000000000001,196.875,5,2.0
61.50000000000001,198.125,4,1.0
61.50000000000001,199.37500000000003,4,1.0
61.50000000000001,200.625,5,2.0
61.50000000000001,201.875,6,3.0
61.50000000000001,203.125,6,3.0
61.50000000000001,204.375,6,3.0
61.50000000000001,205.625,6,3.0
61.50000000000001,206.875,6,3.0
61.50000000000001,208.125,5,2.0
61.50000000000001,209.375,5,2.0
61.50000000000001,210.625,5,2.0
61.50000000000001,211.875,5,2.0
61.50000000000001,213.125,6,3.0
61.50000000000001,214.375,6,3.0
61.50000000000001,215.625,7,4.0
61.50000000000001,216.875,8,5.0
61.50000000000001,218.125,8,5.0
61.50000000000001,219.375,15,12.0
61.50000000000001,220.625,10,7.0
61.50000000000001,221.87500000000003,10,7.0
61.50000000000001,223.125,11,8.0
61.50000000000001,224.375,12,9.0
61.50000000000001,225.625,12,9.0
61.50000000000001,226.875,16,13.0
61.50000000000001,228.125,18,15.0
61.50000000000001,229.375,19,16.0
61.50000000000001,230.62499999999997,20,17.0
61.50000000000001,231.875,21,18.0
61.50000000000001,233.12500000000003,20,17.0
61.50000000000001,234.375,16,13.0
61.50000000000001,235.62500000000003,14,11.0
61.50000000000001,236.875,14,11.0
61.50000000000001,238.12500000000003,14,11.0
61.50000000000001,239.375,14,11.0
61.50000000000001,240.62500000000003,14,11.0
61.50000000000001,241.875,16,13.0
61.50000000000001,243.12500000000003,14,11.0
61.50000000000001,244.375,13,10.0
61.50000000000001,245.625,14,11.0
61.50000000000001,246.875,14,11.0
61.50000000000001,248.125,12,9.0
61.50000000000001,249.37499999999997,13,10.0
61.50000000000001,250.625,12,9.0
61.50000000000001,251.87499999999997,12,9.0
61.50000000000001,253.125,10,7.0
61.50000000000001,254.37500000000003,12,9.0
61.50000000000001,255.625,12,9.0
61.50000000000001,256.875,14,11.0
61.50000000000001,258.125,16,13.0
61.50000000000001,259.375,18,15.0
61.50000000000001,260.625,19,16.0
61.50000000000001,261.875,19,16.0
61.50000000000001,263.125,20,17.0
61.50000000000001,264.375,21,18.0
61.50000000000001,265.625,20,17.0
61.50000000000001,266.875,18,15.0
61.50000000000001,268.125,17,14.0
61.50000000000001,269.375,17,14.0
61.50000000000001,270.625,17,14.0
61.50000000000001,271.875,16,13.0
61.50000000000001,273.125,11,8.0
61.50000000000001,274.375,9,6.0
61.50000000000001,275.625,9,6.0
61.50000000000001,276.875,7,4.0
61.50000000000001,278.125,8,5.0
61.50000000000001,279.375,8,5.0
61.50000000000001,280.625,7,4.0
61.50000000000001,281.875,7,4.0
61.50000000000001,283.125,7,4.0
61.50000000000001,284.375,7,4.0
61.50000000000001,285.625,5,2.0
61.50000000000001,286.875,4,1.0
61.50000000000001,288.125,4,1.0
61.50000000000001,289.375,5,2.0
61.50000000000001,290.625,5,2.0
61.50000000000001,291.875,6,3.0
61.50000000000001,293.125,6,3.0
61.50000000000001,294.375,6,3.0
61.50000000000001,295.625,6,3.0
61.50000000000001,296.875,6,3.0
61.50000000000001,298.125,6,3.0
61.50000000000001,299.37500000000006,8,5.0
61.50000000000001,300.625,7,4.0
61.50000000000001,301.875,6,3.0
61.50000000000001,303.125,6,3.0
61.50000000000001,304.375,6,3.0
61.50000000000001,305.625,7,4.0
61.50000000000001,306.875,7,4.0
61.50000000000001,308.125,7,4.0
61.50000000000001,309.375,5,2.0
61.50000000000001,310.625,5,2.0
61.50000000000001,311.875,6,3.0
61.50000000000001,313.125,8,5.0
61.50000000000001,314.375,8,5.0
61.50000000000001,315.625,2,-1.0
61.50000000000001,316.875,1,-2.0
61.50000000000001,318.125,1,-2.0
61.50000000000001,319.375,1,-2.0
61.50000000000001,320.62500000000006,0,-3.0
61.50000000000001,321.875,0,-3.0
61.50000000000001,323.125,0,-3.0
61.50000000000001,324.375,0,-3.0
61.50000000000001,325.625,0,-3.0
61.50000000000001,326.875,0,-3.0
61.50000000000001,328.125,0,-3.0
61.50000000000001,329.375,0,-3.0
61.50000000000001,330.625,0,-3.0
61.50000000000001,331.875,0,-3.0
61.50000000000001,333.125,0,-3.0
61.50000000000001,334.375,0,-3.0
61.50000000000001,335.625,0,-3.0
61.50000000000001,336.875,0,-3.0
61.50000000000001,338.125,2,-1.0
61.50000000000001,339.375,2,-1.0
61.50000000000001,340.625,2,-1.0
61.50000000000001,341.875,2,-1.0
61.50000000000001,343.125,2,-1.0
61.50000000000001,344.37500000000006,3,0.0
61.50000000000001,345.625,3,0.0
61.50000000000001,346.875,4,1.0
61.50000000000001,348.125,4,1.0
61.50000000000001,349.375,5,2.0
61.50000000000001,350.625,5,2.0
61.50000000000001,351.875,5,2.0
61.50000000000001,353.125,6,3.0
61.50000000000001,354.375,6,3.0
61.50000000000001,355.625,5,2.0
61.50000000000001,356.875,5,2.0
61.50000000000001,358.125,5,2.0
61.50000000000001,359.375,5,2.0
62.50000000000001,0.625,3,0.0
62.50000000000001,1.8749999999999998,3,0.0
62.50000000000001,3.125,3,0.0
62.50000000000001,4.375,4,1.0
62.50000000000001,5.625,4,1.0
62.50000000000001,6.875,4,1.0
62.50000000000001,8.125,4,1.0
62.50000000000001,9.375,4,1.0
62.50000000000001,10.625,3,0.0
62.50000000000001,11.875,5,2.0
62.50000000000001,13.125000000000002,6,3.0
62.50000000000001,14.375,8,5.0
62.50000000000001,15.625000000000002,6,3.0
62.50000000000001,16.875,5,2.0
62.50000000000001,18.125,4,1.0
62.50000000000001,19.375,6,3.0
62.50000000000001,20.625,6,3.0
62.50000000000001,21.875,7,4.0
62.50000000000001,23.125,8,5.0
62.50000000000001,24.375,9,6.0
62.50000000000001,25.625,9,6.0
62.50000000000001,26.875,8,5.0
62.50000000000001,28.125,8,5.0
62.50000000000001,29.375,8,5.0
62.50000000000001,30.625000000000004,8,5.0
62.50000000000001,31.875000000000004,7,4.0
62.50000000000001,33.125,6,3.0
62.50000000000001,34.375,8,5.0
62.50000000000001,35.625,9,6.0
62.50000000000001,36.875,10,7.0
62.50000000000001,38.125,11,8.0
62.50000000000001,39.375,11,8.0
62.50000000000001,40.625,11,8.0
62.50000000000001,41.875,11,8.0
62.50000000000001,43.125,9,6.0
62.50000000000001,44.375,7,4.0
62.50000000000001,45.625,7,4.0
62.50000000000001,46.875,8,5.0
62.50000000000001,48.125,8,5.0
62.50000000000001,49.375,7,4.0
62.50000000000001,50.625,5,2.0
62.50000000000001,51.875,5,2.0
62.50000000000001,53.125,4,1.0
62.50000000000001,54.375,3,0.0
62.50000000000001,55.625,3,0.0
62.50000000000001,56.875,3,0.0
62.50000000000001,58.125,3,0.0
62.50000000000001,59.37499999999999,1,-2.0
62.50000000000001,60.62499999999999,1,-2.0
62.50000000000001,61.87500000000001,1,-2.0
62.50000000000001,63.12500000000001,2,-1.0
62.50000000000001,64.375,2,-1.0
62.50000000000001,65.625,3,0.0
62.50000000000001,66.875,3,0.0
62.50000000000001,68.125,3,0.0
62.50000000000001,69.375,2,-1.0
62.50000000000001,70.625,2,-1.0
62.50000000000001,71.87500000000001,2,-1.0
62.50000000000001,73.125,2,-1.0
62.50000000000001,74.375,2,-1.0
62.50000000000001,75.625,2,-1.0
62.50000000000001,76.875,2,-1.0
62.50000000000001,78.125,2,-1.0
62.50000000000001,79.375,3,0.0
62.50000000000001,80.625,3,0.0
62.50000000000001,81.875,3,0.0
62.50000000000001,83.12500000000001,3,0.0
62.50000000000001,84.375,3,0.0
62.50000000000001,85.625,2,-1.0
62.50000000000001,86.875,2,-1.0
62.50000000000001,88.125,2,-1.0
62.50000000000001,89.375,2,-1.0
62.50000000000001,90.625,2,-1.0
62.50000000000001,91.875,2,-1.0
62.50000000000001,93.125,2,-1.0
62.50000000000001,94.37500000000001,3,0.0
62.50000000000001,95.625,1,-2.0
62.50000000000001,96.875,1,-2.0
62.50000000000001,98.125,1,-2.0
62.50000000000001,99.375,1,-2.0
62.50000000000001,100.625,2,-1.0
62.50000000000001,101.875,2,-1.0
62.50000000000001,103.125,3,0.0
62.50000000000001,104.375,4,1.0
62.50000000000001,105.62500000000001,5,2.0
62.50000000000001,106.875,5,2.0
62.50000000000001,108.125,5,2.0
62.50000000000001,109.375,5,2.0
62.50000000000001,110.625,6,3.0
62.50000000000001,111.875,6,3.0
62.50000000000001,113.125,6,3.0
62.50000000000001,114.375,6,3.0
62.50000000000001,115.62500000000001,6,3.0
62.50000000000001,116.87500000000001,6,3.0
62.50000000000001,118.125,6,3.0
62.50000000000001,119.375,6,3.0
62.50000000000001,120.625,7,4.0
62.50000000000001,121.875,7,4.0
62.50000000000001,123.125,7,4.0
62.50000000000001,124.375,7,4.0
62.50000000000001,125.625,9,6.0
62.50000000000001,126.875,9,6.0
62.50000000000001,128.125,8,5.0
62.50000000000001,129.375,8,5.0
62.50000000000001,130.625,7,4.0
62.50000000000001,131.875,6,3.0
62.50000000000001,133.12500000000003,5,2.0
62.50000000000001,134.375,5,2.0
62.50000000000001,135.625,4,1.0
62.50000000000001,136.875,5,2.0
62.50000000000001,138.125,5,2.0
62.50000000000001,139.375,4,1.0
62.50000000000001,140.625,3,0.0
62.50000000000001,141.875,3,0.0
62.50000000000001,143.125,3,0.0
62.50000000000001,144.375,6,3.0
62.50000000000001,145.625,8,5.0
62.50000000000001,146.875,9,6.0
62.50000000000001,148.125,9,6.0
62.50000000000001,149.375,11,8.0
62.50000000000001,150.625,10,7.0
62.50000000000001,151.875,10,7.0
62.50000000000001,153.125,8,5.0
62.50000000000001,154.375,9,6.0
62.50000000000001,155.625,8,5.0
62.50000000000001,156.875,8,5.0
62.50000000000001,158.125,8,5.0
62.50000000000001,159.375,8,5.0
62.50000000000001,160.625,9,6.0
62.50000000000001,161.875,8,5.0
62.50000000000001,163.125,8,5.0
62.50000000000001,164.375,9,6.0
62.50000000000001,165.625,9,6.0
62.50000000000001,166.875,10,7.0
62.50000000000001,168.125,12,9.0
62.50000000000001,169.375,11,8.0
62.50000000000001,170.625,10,7.0
62.50000000000001,171.875,10,7.0
62.50000000000001,173.125,11,8.0
62.50000000000001,174.375,12,9.0
62.50000000000001,175.625,12,9.0
62.50000000000001,176.87500000000003,10,7.0
62.50000000000001,178.125,12,9.0
62.50000000000001,179.375,12,9.0
62.50000000000001,180.625,12,9.0
62.50000000000001,181.875,12,9.0
62.50000000000001,183.125,10,7.0
62.50000000000001,184.375,9,6.0
62.50000000000001,185.625,8,5.0
62.50000000000001,186.875,7,4.0
62.50000000000001,188.125,5,2.0
62.50000000000001,189.375,4,1.0
62.50000000000001,190.625,4,1.0
62.50000000000001,191.875,4,1.0
62.50000000000001,193.125,5,2.0
62.50000000000001,194.375,5,2.0
62.50000000000001,195.625,5,2.0
62.50000000000001,196.875,6,3.0
62.50000000000001,198.125,6,3.0
62.50000000000001,199.37500000000003,6,3.0
62.50000000000001,200.625,6,3.0
62.50000000000001,201.875,8,5.0
62.50000000000001,203.125,8,5.0
62.50000000000001,204.375,9,6.0
62.50000000000001,205.625,8,5.0
62.50000000000001,206.875,7,4.0
62.50000000000001,208.125,9,6.0
62.50000000000001,209.375,8,5.0
62.50000000000001,210.625,7,4.0
62.50000000000001,211.875,7,4.0
62.50000000000001,213.125,8,5.0
62.50000000000001,214.375,9,6.0
62.50000000000001,215.625,9,6.0
62.50000000000001,216.875,15,12.0
62.50000000000001,218.125,17,14.0
62.50000000000001,219.375,17,14.0
62.50000000000001,220.625,19,16.0
62.50000000000001,221.87500000000003,21,18.0
62.50000000000001,223.125,21,18.0
62.50000000000001,224.375,19,16.0
62.50000000000001,225.625,18,15.0
62.50000000000001,226.875,18,15.0
62.50000000000001,228.125,19,16.0
62.50000000000001,229.375,19,16.0
62.50000000000001,230.62499999999997,19,16.0
62.50000000000001,231.875,18,15.0
62.50000000000001,233.12500000000003,18,15.0
62.50000000000001,234.375,15,12.0
62.50000000000001,235.62500000000003,16,13.0
62.50000000000001,236.875,14,11.0
62.50000000000001,238.12500000000003,14,11.0
62.50000000000001,239.375,14,11.0
62.50000000000001,240.62500000000003,14,11.0
62.50000000000001,241.875,14,11.0
62.50000000000001,243.12500000000003,13,10.0
62.50000000000001,244.375,17,14.0
62.50000000000001,245.625,15,12.0
62.50000000000001,246.875,12,9.0
62.50000000000001,248.125,12,9.0
62.50000000000001,249.37499999999997,12,9.0
62.50000000000001,250.625,12,9.0
62.50000000000001,251.87499999999997,10,7.0
62.50000000000001,253.125,12,9.0
62.50000000000001,254.37500000000003,12,9.0
62.50000000000001,255.625,14,11.0
62.50000000000001,256.875,14,11.0
62.50000000000001,258.125,15,12.0
62.50000000000001,259.375,16,13.0
62.50000000000001,260.625,18,15.0
62.50000000000001,261.875,19,16.0
62.50000000000001,263.125,17,14.0
62.50000000000001,264.375,15,12.0
62.50000000000001,265.625,15,12.0
62.50000000000001,266.875,14,11.0
62.50000000000001,268.125,14,11.0
62.50000000000001,269.375,14,11.0
62.50000000000001,270.625,15,12.0
62.50000000000001,271.875,12,9.0
62.50000000000001,273.125,9,6.0
62.50000000000001,274.375,10,7.0
62.50000000000001,275.625,10,7.0
62.50000000000001,276.875,8,5.0
62.50000000000001,278.125,8,5.0
62.50000000000001,279.375,8,5.0
62.50000000000001,280.625,8,5.0
62.50000000000001,281.875,7,4.0
62.50000000000001,283.125,7,4.0
62.50000000000001,284.375,7,4.0
62.50000000000001,285.625,6,3.0
62.50000000000001,286.875,5,2.0
62.50000000000001,288.125,5,2.0
62.50000000000001,289.375,5,2.0
62.50000000000001,290.625,5,2.0
62.50000000000001,291.875,6,3.0
62.50000000000001,293.125,6,3.0
62.50000000000001,294.375,6,3.0
62.50000000000001,295.625,6,3.0
