lat,lon,heatDays,extraDays
65.5,304.375,3,0.0
65.5,305.625,3,0.0
65.5,306.875,2,-1.0
65.5,308.125,2,-1.0
65.5,309.375,2,-1.0
65.5,310.625,1,-2.0
65.5,311.875,1,-2.0
65.5,313.125,0,-3.0
65.5,314.375,0,-3.0
65.5,315.625,0,-3.0
65.5,316.875,1,-2.0
65.5,318.125,1,-2.0
65.5,319.375,1,-2.0
65.5,320.62500000000006,1,-2.0
65.5,321.875,1,-2.0
65.5,323.125,1,-2.0
65.5,324.375,1,-2.0
65.5,325.625,1,-2.0
65.5,326.875,1,-2.0
65.5,328.125,1,-2.0
65.5,329.375,1,-2.0
65.5,330.625,1,-2.0
65.5,331.875,1,-2.0
65.5,333.125,1,-2.0
65.5,334.375,1,-2.0
65.5,335.625,1,-2.0
65.5,336.875,2,-1.0
65.5,338.125,2,-1.0
65.5,339.375,3,0.0
65.5,340.625,3,0.0
65.5,341.875,3,0.0
65.5,343.125,3,0.0
65.5,344.37500000000006,2,-1.0
65.5,345.625,3,0.0
65.5,346.875,3,0.0
65.5,348.125,3,0.0
65.5,349.375,3,0.0
65.5,350.625,3,0.0
65.5,351.875,4,1.0
65.5,353.125,5,2.0
65.5,354.375,5,2.0
65.5,355.625,5,2.0
65.5,356.875,5,2.0
65.5,358.125,4,1.0
65.5,359.375,4,1.0
66.5,0.625,6,3.0
66.5,1.8749999999999998,5,2.0
66.5,3.125,4,1.0
66.5,4.375,4,1.0
66.5,5.625,4,1.0
66.5,6.875,4,1.0
66.5,8.125,5,2.0
66.5,9.375,3,0.0
66.5,10.625,5,2.0
66.5,11.875,4,1.0
66.5,13.125000000000002,3,0.0
66.5,14.375,1,-2.0
66.5,15.625000000000002,3,0.0
66.5,16.875,6,3.0
66.5,18.125,8,5.0
66.5,19.375,8,5.0
66.5,20.625,8,5.0
66.5,21.875,8,5.0
66.5,23.125,8,5.0
66.5,24.375,7,4.0
66.5,25.625,7,4.0
66.5,26.875,6,3.0
66.5,28.125,6,3.0
66.5,29.375,6,3.0
66.5,30.625000000000004,6,3.0
66.5,31.875000000000004,6,3.0
66.5,33.125,7,4.0
66.5,34.375,7,4.0
66.5,35.625,8,5.0
66.5,36.875,7,4.0
66.5,38.125,7,4.0
66.5,39.375,6,3.0
66.5,40.625,7,4.0
66.5,41.875,8,5.0
66.5,43.125,8,5.0
66.5,44.375,7,4.0
66.5,45.625,7,4.0
66.5,46.875,8,5.0
66.5,48.125,9,6.0
66.5,49.375,9,6.0
66.5,50.625,9,6.0
66.5,51.875,8,5.0
66.5,53.125,8,5.0
66.5,54.375,8,5.0
66.5,55.625,9,6.0
66.5,56.875,7,4.0
66.5,58.125,6,3.0
66.5,59.37499999999999,3,0.0
66.5,60.62499999999999,4,1.0
66.5,61.87500000000001,5,2.0
66.5,63.12500000000001,2,-1.0
66.5,64.375,3,0.0
66.5,65.625,3,0.0
66.5,66.875,2,-1.0
66.5,68.125,1,-2.0
66.5,69.375,2,-1.0
66.5,70.625,3,0.0
66.5,71.87500000000001,3,0.0
66.5,73.125,3,0.0
66.5,74.375,3,0.0
66.5,75.625,3,0.0
66.5,76.875,3,0.0
66.5,78.125,3,0.0
66.5,79.375,3,0.0
66.5,80.625,3,0.0
66.5,81.875,3,0.0
66.5,83.12500000000001,3,0.0
66.5,84.375,4,1.0
66.5,85.625,4,1.0
66.5,86.875,4,1.0
66.5,88.125,3,0.0
66.5,89.375,4,1.0
66.5,90.625,4,1.0
66.5,91.875,5,2.0
66.5,93.125,5,2.0
66.5,94.37500000000001,5,2.0
66.5,95.625,5,2.0
66.5,96.875,5,2.0
66.5,98.125,5,2.0
66.5,99.375,5,2.0
66.5,100.625,5,2.0
66.5,101.875,5,2.0
66.5,103.125,5,2.0
66.5,104.375,6,3.0
66.5,105.62500000000001,6,3.0
66.5,106.875,5,2.0
66.5,108.125,5,2.0
66.5,109.375,5,2.0
66.5,110.625,5,2.0
66.5,111.875,5,2.0
66.5,113.125,5,2.0
66.5,114.375,6,3.0
66.5,115.62500000000001,6,3.0
66.5,116.87500000000001,8,5.0
66.5,118.125,7,4.0
66.5,119.375,6,3.0
66.5,120.625,6,3.0
66.5,121.875,6,3.0
66.5,123.125,7,4.0
66.5,124.375,6,3.0
66.5,125.625,6,3.0
66.5,126.875,6,3.0
66.5,128.125,5,2.0
66.5,129.375,5,2.0
66.5,130.625,6,3.0
66.5,131.875,7,4.0
66.5,133.12500000000003,6,3.0
66.5,134.375,4,1.0
66.5,135.625,4,1.0
66.5,136.875,4,1.0
66.5,138.125,4,1.0
66.5,139.375,3,0.0
66.5,140.625,6,3.0
66.5,141.875,7,4.0
66.5,143.125,6,3.0
66.5,144.375,6,3.0
66.5,145.625,6,3.0
66.5,146.875,7,4.0
66.5,148.125,7,4.0
66.5,149.375,8,5.0
66.5,150.625,10,7.0
66.5,151.875,10,7.0
66.5,153.125,10,7.0
66.5,154.375,9,6.0
66.5,155.625,8,5.0
66.5,156.875,7,4.0
66.5,158.125,6,3.0
66.5,159.375,5,2.0
66.5,160.625,5,2.0
66.5,161.875,10,7.0
66.5,163.125,11,8.0
66.5,164.375,13,10.0
66.5,165.625,13,10.0
66.5,166.875,13,10.0
66.5,168.125,15,12.0
66.5,169.375,18,15.0
66.5,170.625,19,16.0
66.5,171.875,17,14.0
66.5,173.125,17,14.0
66.5,174.375,16,13.0
66.5,175.625,15,12.0
66.5,176.87500000000003,16,13.0
66.5,178.125,16,13.0
66.5,179.375,15,12.0
66.5,180.625,13,10.0
66.5,181.875,11,8.0
66.5,183.125,13,10.0
66.5,184.375,13,10.0
66.5,185.625,14,11.0
66.5,186.875,14,11.0
66.5,188.125,12,9.0
66.5,189.375,11,8.0
66.5,190.625,11,8.0
66.5,191.875,10,7.0
66.5,193.125,10,7.0
66.5,194.375,11,8.0
66.5,195.625,12,9.0
66.5,196.875,13,10.0
66.5,198.125,14,11.0
66.5,199.37500000000003,16,13.0
66.5,200.625,21,18.0
66.5,201.875,23,20.0
66.5,203.125,23,20.0
66.5,204.375,22,19.0
66.5,205.625,22,19.0
66.5,206.875,21,18.0
66.5,208.125,21,18.0
66.5,209.375,19,16.0
66.5,210.625,17,14.0
66.5,211.875,16,13.0
66.5,213.125,14,11.0
66.5,214.375,16,13.0
66.5,215.625,16,13.0
66.5,216.875,17,14.0
66.5,218.125,18,15.0
66.5,219.375,17,14.0
66.5,220.625,17,14.0
66.5,221.87500000000003,16,13.0
66.5,223.125,14,11.0
66.5,224.375,15,12.0
66.5,225.625,15,12.0
66.5,226.875,16,13.0
66.5,228.125,16,13.0
66.5,229.375,19,16.0
66.5,230.62499999999997,17,14.0
66.5,231.875,17,14.0
66.5,233.12500000000003,17,14.0
66.5,234.375,19,16.0
66.5,235.62500000000003,17,14.0
66.5,236.875,18,15.0
66.5,238.12500000000003,17,14.0
66.5,239.375,17,14.0
66.5,240.62500000000003,16,13.0
66.5,241.875,16,13.0
66.5,243.12500000000003,16,13.0
66.5,244.375,16,13.0
66.5,245.625,16,13.0
66.5,246.875,15,12.0
66.5,248.125,13,10.0
66.5,249.37499999999997,12,9.0
66.5,250.625,11,8.0
66.5,251.87499999999997,12,9.0
66.5,253.125,15,12.0
66.5,254.37500000000003,14,11.0
66.5,255.625,13,10.0
66.5,256.875,13,10.0
66.5,258.125,13,10.0
66.5,259.375,11,8.0
66.5,260.625,10,7.0
66.5,261.875,11,8.0
66.5,263.125,11,8.0
66.5,264.375,11,8.0
66.5,265.625,11,8.0
66.5,266.875,10,7.0
66.5,268.125,11,8.0
66.5,269.375,10,7.0
66.5,270.625,11,8.0
66.5,271.875,12,9.0
66.5,273.125,14,11.0
66.5,274.375,15,12.0
66.5,275.625,15,12.0
66.5,276.875,15,12.0
66.5,278.125,15,12.0
66.5,279.375,13,10.0
66.5,280.625,11,8.0
66.5,281.875,9,6.0
66.5,283.125,9,6.0
66.5,284.375,9,6.0
66.5,285.625,9,6.0
66.5,286.875,9,6.0
66.5,288.125,9,6.0
66.5,289.375,11,8.0
66.5,290.625,10,7.0
66.5,291.875,11,8.0
66.5,293.125,8,5.0
66.5,294.375,8,5.0
66.5,295.625,6,3.0
66.5,296.875,6,3.0
66.5,298.125,5,2.0
66.5,299.37500000000006,4,1.0
66.5,300.625,5,2.0
66.5,301.875,5,2.0
66.5,303.125,5,2.0
66.5,304.375,3,0.0
66.5,305.625,2,-1.0
66.5,306.875,2,-1.0
66.5,308.125,2,-1.0
66.5,309.375,2,-1.0
66.5,310.625,2,-1.0
66.5,311.875,1,-2.0
66.5,313.125,0,-3.0
66.5,314.375,0,-3.0
66.5,315.625,0,-3.0
66.5,316.875,0,-3.0
66.5,318.125,0,-3.0
66.5,319.375,0,-3.0
66.5,320.62500000000006,0,-3.0
66.5,321.875,1,-2.0
66.5,323.125,1,-2.0
66.5,324.375,1,-2.0
66.5,325.625,1,-2.0
66.5,326.875,1,-2.0
66.5,328.125,1,-2.0
66.5,329.375,1,-2.0
66.5,330.625,1,-2.0
66.5,331.875,1,-2.0
66.5,333.125,1,-2.0
66.5,334.375,2,-1.0
66.5,335.625,2,-1.0
66.5,336.875,2,-1.0
66.5,338.125,2,-1.0
66.5,339.375,2,-1.0
66.5,340.625,3,0.0
66.5,341.875,3,0.0
66.5,343.125,2,-1.0
66.5,344.37500000000006,2,-1.0
66.5,345.625,2,-1.0
66.5,346.875,4,1.0
66.5,348.125,4,1.0
66.5,349.375,4,1.0
66.5,350.625,5,2.0
66.5,351.875,6,3.0
66.5,353.125,6,3.0
66.5,354.375,5,2.0
66.5,355.625,5,2.0
66.5,356.875,5,2.0
66.5,358.125,4,1.0
66.5,359.375,4,1.0
67.5,0.625,6,3.0
67.5,1.8749999999999998,6,3.0
67.5,3.125,6,3.0
67.5,4.375,6,3.0
67.5,5.625,6,3.0
67.5,6.875,5,2.0
67.5,8.125,5,2.0
67.5,9.375,5,2.0
67.5,10.625,5,2.0
67.5,11.875,5,2.0
67.5,13.125000000000002,5,2.0
67.5,14.375,4,1.0
67.5,15.625000000000002,4,1.0
67.5,16.875,6,3.0
67.5,18.125,6,3.0
67.5,19.375,7,4.0
67.5,20.625,7,4.0
67.5,21.875,8,5.0
67.5,23.125,7,4.0
67.5,24.375,7,4.0
67.5,25.625,7,4.0
67.5,26.875,7,4.0
67.5,28.125,7,4.0
67.5,29.375,7,4.0
67.5,30.625000000000004,6,3.0
67.5,31.875000000000004,6,3.0
67.5,33.125,6,3.0
67.5,34.375,6,3.0
67.5,35.625,6,3.0
67.5,36.875,5,2.0
67.5,38.125,5,2.0
67.5,39.375,6,3.0
67.5,40.625,8,5.0
67.5,41.875,8,5.0
67.5,43.125,7,4.0
67.5,44.375,7,4.0
67.5,45.625,7,4.0
67.5,46.875,7,4.0
67.5,48.125,9,6.0
67.5,49.375,9,6.0
67.5,50.625,8,5.0
67.5,51.875,9,6.0
67.5,53.125,9,6.0
67.5,54.375,9,6.0
67.5,55.625,9,6.0
67.5,56.875,7,4.0
67.5,58.125,6,3.0
67.5,59.37499999999999,6,3.0
67.5,60.62499999999999,7,4.0
67.5,61.87500000000001,6,3.0
67.5,63.12500000000001,2,-1.0
67.5,64.375,2,-1.0
67.5,65.625,4,1.0
67.5,66.875,6,3.0
67.5,68.125,6,3.0
67.5,69.375,5,2.0
67.5,70.625,3,0.0
67.5,71.87500000000001,3,0.0
67.5,73.125,4,1.0
67.5,74.375,4,1.0
67.5,75.625,4,1.0
67.5,76.875,4,1.0
67.5,78.125,4,1.0
67.5,79.375,4,1.0
67.5,80.625,3,0.0
67.5,81.875,3,0.0
67.5,83.12500000000001,3,0.0
67.5,84.375,3,0.0
67.5,85.625,4,1.0
67.5,86.875,5,2.0
67.5,88.125,5,2.0
67.5,89.375,6,3.0
67.5,90.625,5,2.0
67.5,91.875,5,2.0
67.5,93.125,5,2.0
67.5,94.37500000000001,5,2.0
67.5,95.625,5,2.0
67.5,96.875,5,2.0
67.5,98.125,5,2.0
67.5,99.375,5,2.0
67.5,100.625,5,2.0
67.5,101.875,5,2.0
67.5,103.125,5,2.0
67.5,104.375,5,2.0
67.5,105.62500000000001,5,2.0
67.5,106.875,4,1.0
67.5,108.125,4,1.0
67.5,109.375,4,1.0
67.5,110.625,5,2.0
67.5,111.875,5,2.0
67.5,113.125,5,2.0
67.5,114.375,5,2.0
67.5,115.62500000000001,6,3.0
67.5,116.87500000000001,6,3.0
67.5,118.125,8,5.0
67.5,119.375,8,5.0
67.5,120.625,8,5.0
67.5,121.875,8,5.0
67.5,123.125,8,5.0
67.5,124.375,7,4.0
67.5,125.625,7,4.0
67.5,126.875,7,4.0
67.5,128.125,6,3.0
67.5,129.375,6,3.0
67.5,130.625,8,5.0
67.5,131.875,8,5.0
67.5,133.12500000000003,7,4.0
67.5,134.375,4,1.0
67.5,135.625,5,2.0
67.5,136.875,5,2.0
67.5,138.125,5,2.0
67.5,139.375,5,2.0
67.5,140.625,5,2.0
67.5,141.875,8,5.0
67.5,143.125,7,4.0
67.5,144.375,6,3.0
67.5,145.625,6,3.0
67.5,146.875,7,4.0
67.5,148.125,7,4.0
67.5,149.375,6,3.0
67.5,150.625,6,3.0
67.5,151.875,6,3.0
67.5,153.125,5,2.0
67.5,154.375,5,2.0
67.5,155.625,4,1.0
67.5,156.875,4,1.0
67.5,158.125,5,2.0
67.5,159.375,7,4.0
67.5,160.625,8,5.0
67.5,161.875,10,7.0
67.5,163.125,13,10.0
67.5,164.375,15,12.0
67.5,165.625,15,12.0
67.5,166.875,15,12.0
67.5,168.125,15,12.0
67.5,169.375,15,12.0
67.5,170.625,17,14.0
67.5,171.875,17,14.0
67.5,173.125,16,13.0
67.5,174.375,16,13.0
67.5,175.625,16,13.0
67.5,176.87500000000003,15,12.0
67.5,178.125,13,10.0
67.5,179.375,14,11.0
67.5,180.625,13,10.0
67.5,181.875,13,10.0
67.5,183.125,12,9.0
67.5,184.375,12,9.0
67.5,185.625,13,10.0
67.5,186.875,13,10.0
67.5,188.125,13,10.0
67.5,189.375,12,9.0
67.5,190.625,12,9.0
67.5,191.875,12,9.0
67.5,193.125,13,10.0
67.5,194.375,15,12.0
67.5,195.625,16,13.0
67.5,196.875,18,15.0
67.5,198.125,21,18.0
67.5,199.37500000000003,21,18.0
67.5,200.625,23,20.0
67.5,201.875,25,22.0
67.5,203.125,25,22.0
67.5,204.375,25,22.0
67.5,205.625,24,21.0
67.5,206.875,22,19.0
67.5,208.125,18,15.0
67.5,209.375,17,14.0
67.5,210.625,17,14.0
67.5,211.875,16,13.0
67.5,213.125,16,13.0
67.5,214.375,16,13.0
67.5,215.625,16,13.0
67.5,216.875,15,12.0
67.5,218.125,16,13.0
67.5,219.375,15,12.0
67.5,220.625,15,12.0
67.5,221.87500000000003,16,13.0
67.5,223.125,16,13.0
67.5,224.375,15,12.0
67.5,225.625,15,12.0
67.5,226.875,17,14.0
67.5,228.125,19,16.0
67.5,229.375,19,16.0
67.5,230.62499999999997,17,14.0
67.5,231.875,17,14.0
67.5,233.12500000000003,17,14.0
67.5,234.375,18,15.0
67.5,235.62500000000003,16,13.0
67.5,236.875,15,12.0
67.5,238.12500000000003,17,14.0
67.5,239.375,17,14.0
67.5,240.62500000000003,17,14.0
67.5,241.875,17,14.0
67.5,243.12500000000003,17,14.0
67.5,244.375,18,15.0
67.5,245.625,16,13.0
67.5,246.875,16,13.0
67.5,248.125,14,11.0
67.5,249.37499999999997,12,9.0
67.5,250.625,11,8.0
67.5,251.87499999999997,10,7.0
67.5,253.125,10,7.0
67.5,254.37500000000003,13,10.0
67.5,255.625,12,9.0
67.5,256.875,12,9.0
67.5,258.125,11,8.0
67.5,259.375,10,7.0
67.5,260.625,11,8.0
67.5,261.875,11,8.0
67.5,263.125,10,7.0
67.5,264.375,11,8.0
67.5,265.625,10,7.0
67.5,266.875,9,6.0
67.5,268.125,10,7.0
67.5,269.375,10,7.0
67.5,270.625,10,7.0
67.5,271.875,10,7.0
67.5,273.125,11,8.0
67.5,274.375,11,8.0
67.5,275.625,12,9.0
67.5,276.875,12,9.0
67.5,278.125,13,10.0
67.5,279.375,10,7.0
67.5,280.625,11,8.0
67.5,281.875,11,8.0
67.5,283.125,11,8.0
67.5,284.375,11,8.0
67.5,285.625,11,8.0
67.5,286.875,13,10.0
67.5,288.125,13,10.0
67.5,289.375,10,7.0
67.5,290.625,8,5.0
67.5,291.875,8,5.0
67.5,293.125,6,3.0
67.5,294.375,5,2.0
67.5,295.625,6,3.0
67.5,296.875,5,2.0
67.5,298.125,6,3.0
67.5,299.37500000000006,5,2.0
67.5,300.625,5,2.0
67.5,301.875,4,1.0
67.5,303.125,3,0.0
67.5,304.375,3,0.0
67.5,305.625,2,-1.0
67.5,306.875,2,-1.0
67.5,308.125,2,-1.0
67.5,309.375,2,-1.0
67.5,310.625,3,0.0
67.5,311.875,2,-1.0
67.5,313.125,3,0.0
67.5,314.375,3,0.0
67.5,315.625,0,-3.0
67.5,316.875,0,-3.0
67.5,318.125,0,-3.0
67.5,319.375,0,-3.0
67.5,320.62500000000006,0,-3.0
67.5,321.875,0,-3.0
67.5,323.125,0,-3.0
67.5,324.375,1,-2.0
67.5,325.625,3,0.0
67.5,326.875,1,-2.0
67.5,328.125,1,-2.0
67.5,329.375,1,-2.0
67.5,330.625,1,-2.0
67.5,331.875,1,-2.0
67.5,333.125,1,-2.0
67.5,334.375,1,-2.0
67.5,335.625,2,-1.0
67.5,336.875,2,-1.0
67.5,338.125,2,-1.0
67.5,339.375,1,-2.0
67.5,340.625,1,-2.0
67.5,341.875,2,-1.0
67.5,343.125,3,0.0
67.5,344.37500000000006,3,0.0
67.5,345.625,3,0.0
67.5,346.875,3,0.0
67.5,348.125,4,1.0
67.5,349.375,6,3.0
67.5,350.625,7,4.0
67.5,351.875,7,4.0
67.5,353.125,7,4.0
67.5,354.375,6,3.0
67.5,355.625,6,3.0
67.5,356.875,4,1.0
67.5,358.125,5,2.0
67.5,359.375,5,2.0
68.5,0.625,7,4.0
68.5,1.8749999999999998,7,4.0
68.5,3.125,7,4.0
68.5,4.375,6,3.0
68.5,5.625,5,2.0
68.5,6.875,5,2.0
68.5,8.125,5,2.0
68.5,9.375,5,2.0
68.5,10.625,4,1.0
68.5,11.875,4,1.0
68.5,13.125000000000002,4,1.0
68.5,14.375,3,0.0
68.5,15.625000000000002,3,0.0
68.5,16.875,4,1.0
68.5,18.125,5,2.0
68.5,19.375,5,2.0
68.5,20.625,7,4.0
68.5,21.875,8,5.0
68.5,23.125,8,5.0
68.5,24.375,7,4.0
68.5,25.625,7,4.0
68.5,26.875,7,4.0
68.5,28.125,7,4.0
68.5,29.375,7,4.0
68.5,30.625000000000004,7,4.0
68.5,31.875000000000004,6,3.0
68.5,33.125,6,3.0
68.5,34.375,5,2.0
68.5,35.625,4,1.0
68.5,36.875,4,1.0
68.5,38.125,4,1.0
68.5,39.375,4,1.0
68.5,40.625,4,1.0
68.5,41.875,5,2.0
68.5,43.125,7,4.0
68.5,44.375,8,5.0
68.5,45.625,7,4.0
68.5,46.875,10,7.0
68.5,48.125,10,7.0
68.5,49.375,10,7.0
68.5,50.625,10,7.0
68.5,51.875,10,7.0
68.5,53.125,11,8.0
68.5,54.375,11,8.0
68.5,55.625,11,8.0
68.5,56.875,11,8.0
68.5,58.125,9,6.0
68.5,59.37499999999999,9,6.0
68.5,60.62499999999999,9,6.0
68.5,61.87500000000001,7,4.0
68.5,63.12500000000001,4,1.0
68.5,64.375,6,3.0
68.5,65.625,8,5.0
68.5,66.875,7,4.0
68.5,68.125,6,3.0
68.5,69.375,5,2.0
68.5,70.625,5,2.0
68.5,71.87500000000001,3,0.0
68.5,73.125,3,0.0
68.5,74.375,4,1.0
68.5,75.625,4,1.0
68.5,76.875,4,1.0
68.5,78.125,3,0.0
68.5,79.375,3,0.0
68.5,80.625,3,0.0
68.5,81.875,3,0.0
68.5,83.12500000000001,3,0.0
68.5,84.375,3,0.0
68.5,85.625,3,0.0
68.5,86.875,3,0.0
68.5,88.125,4,1.0
68.5,89.375,6,3.0
68.5,90.625,8,5.0
68.5,91.875,6,3.0
68.5,93.125,6,3.0
68.5,94.37500000000001,5,2.0
68.5,95.625,5,2.0
68.5,96.875,5,2.0
68.5,98.125,5,2.0
68.5,99.375,5,2.0
68.5,100.625,5,2.0
68.5,101.875,5,2.0
68.5,103.125,5,2.0
68.5,104.375,5,2.0
68.5,105.62500000000001,4,1.0
68.5,106.875,4,1.0
68.5,108.125,4,1.0
68.5,109.375,4,1.0
68.5,110.625,5,2.0
68.5,111.875,6,3.0
68.5,113.125,6,3.0
68.5,114.375,8,5.0
68.5,115.62500000000001,9,6.0
68.5,116.87500000000001,10,7.0
68.5,118.125,9,6.0
68.5,119.375,8,5.0
68.5,120.625,8,5.0
68.5,121.875,8,5.0
68.5,123.125,7,4.0
68.5,124.375,6,3.0
68.5,125.625,6,3.0
68.5,126.875,6,3.0
68.5,128.125,6,3.0
68.5,129.375,7,4.0
68.5,130.625,10,7.0
68.5,131.875,10,7.0
68.5,133.12500000000003,8,5.0
68.5,134.375,5,2.0
68.5,135.625,5,2.0
68.5,136.875,5,2.0
68.5,138.125,4,1.0
68.5,139.375,8,5.0
68.5,140.625,9,6.0
68.5,141.875,7,4.0
68.5,143.125,7,4.0
68.5,144.375,6,3.0
68.5,145.625,6,3.0
68.5,146.875,6,3.0
68.5,148.125,6,3.0
68.5,149.375,6,3.0
68.5,150.625,6,3.0
68.5,151.875,4,1.0
68.5,153.125,4,1.0
68.5,154.375,4,1.0
68.5,155.625,4,1.0
68.5,156.875,4,1.0
68.5,158.125,4,1.0
68.5,159.375,6,3.0
68.5,160.625,8,5.0
68.5,161.875,9,6.0
68.5,163.125,13,10.0
68.5,164.375,14,11.0
68.5,165.625,15,12.0
68.5,166.875,15,12.0
68.5,168.125,16,13.0
68.5,169.375,16,13.0
68.5,170.625,16,13.0
68.5,171.875,16,13.0
68.5,173.125,16,13.0
68.5,174.375,14,11.0
68.5,175.625,12,9.0
68.5,176.87500000000003,12,9.0
68.5,178.125,13,10.0
68.5,179.375,13,10.0
68.5,180.625,13,10.0
68.5,181.875,13,10.0
68.5,183.125,12,9.0
68.5,184.375,12,9.0
68.5,185.625,13,10.0
68.5,186.875,13,10.0
68.5,188.125,13,10.0
68.5,189.375,13,10.0
68.5,190.625,14,11.0
68.5,191.875,13,10.0
68.5,193.125,15,12.0
68.5,194.375,16,13.0
68.5,195.625,17,14.0
68.5,196.875,19,16.0
68.5,198.125,20,17.0
68.5,199.37500000000003,20,17.0
68.5,200.625,21,18.0
68.5,201.875,22,19.0
68.5,203.125,22,19.0
68.5,204.375,21,18.0
68.5,205.625,19,16.0
68.5,206.875,17,14.0
68.5,208.125,16,13.0
68.5,209.375,16,13.0
68.5,210.625,15,12.0
68.5,211.875,15,12.0
68.5,213.125,15,12.0
68.5,214.375,15,12.0
68.5,215.625,15,12.0
68.5,216.875,15,12.0
68.5,218.125,14,11.0
68.5,219.375,14,11.0
68.5,220.625,14,11.0
68.5,221.87500000000003,15,12.0
68.5,223.125,15,12.0
68.5,224.375,15,12.0
68.5,225.625,14,11.0
68.5,226.875,18,15.0
68.5,228.125,19,16.0
68.5,229.375,19,16.0
68.5,230.62499999999997,19,16.0
68.5,231.875,19,16.0
68.5,233.12500000000003,18,15.0
68.5,234.375,17,14.0
68.5,235.62500000000003,17,14.0
68.5,236.875,16,13.0
68.5,238.12500000000003,16,13.0
68.5,239.375,17,14.0
68.5,240.62500000000003,16,13.0
68.5,241.875,16,13.0
68.5,243.12500000000003,15,12.0
68.5,244.375,15,12.0
68.5,245.625,12,9.0
68.5,246.875,12,9.0
68.5,248.125,11,8.0
68.5,249.37499999999997,12,9.0
68.5,250.625,12,9.0
68.5,251.87499999999997,10,7.0
68.5,253.125,9,6.0
68.5,254.37500000000003,9,6.0
68.5,255.625,9,6.0
68.5,256.875,10,7.0
68.5,258.125,11,8.0
68.5,259.375,12,9.0
68.5,260.625,12,9.0
68.5,261.875,11,8.0
68.5,263.125,9,6.0
68.5,264.375,9,6.0
68.5,265.625,8,5.0
68.5,266.875,8,5.0
68.5,268.125,8,5.0
68.5,269.375,7,4.0
68.5,270.625,7,4.0
68.5,271.875,7,4.0
68.5,273.125,7,4.0
68.5,274.375,7,4.0
68.5,275.625,10,7.0
68.5,276.875,10,7.0
68.5,278.125,10,7.0
68.5,279.375,11,8.0
68.5,280.625,11,8.0
68.5,281.875,12,9.0
68.5,283.125,12,9.0
68.5,284.375,12,9.0
68.5,285.625,13,10.0
68.5,286.875,11,8.0
68.5,288.125,10,7.0
68.5,289.375,9,6.0
68.5,290.625,9,6.0
68.5,291.875,8,5.0
68.5,293.125,7,4.0
68.5,294.375,7,4.0
68.5,295.625,6,3.0
68.5,296.875,6,3.0
68.5,298.125,4,1.0
68.5,299.37500000000006,4,1.0
68.5,300.625,3,0.0
68.5,301.875,3,0.0
68.5,303.125,3,0.0
68.5,304.375,3,0.0
68.5,305.625,4,1.0
68.5,306.875,2,-1.0
68.5,308.125,2,-1.0
68.5,309.375,2,-1.0
68.5,310.625,2,-1.0
68.5,311.875,1,-2.0
68.5,313.125,0,-3.0
68.5,314.375,3,0.0
68.5,315.625,0,-3.0
68.5,316.875,0,-3.0
68.5,318.125,0,-3.0
68.5,319.375,0,-3.0
68.5,320.62500000000006,0,-3.0
68.5,321.875,0,-3.0
68.5,323.125,0,-3.0
68.5,324.375,0,-3.0
68.5,325.625,0,-3.0
68.5,326.875,1,-2.0
68.5,328.125,1,-2.0
68.5,329.375,1,-2.0
68.5,330.625,1,-2.0
68.5,331.875,1,-2.0
68.5,333.125,1,-2.0
68.5,334.375,1,-2.0
68.5,335.625,1,-2.0
68.5,336.875,3,0.0
68.5,338.125,3,0.0
68.5,339.375,2,-1.0
68.5,340.625,2,-1.0
68.5,341.875,2,-1.0
68.5,343.125,3,0.0
68.5,344.37500000000006,3,0.0
68.5,345.625,3,0.0
68.5,346.875,3,0.0
68.5,348.125,6,3.0
68.5,349.375,6,3.0
68.5,350.625,6,3.0
68.5,351.875,6,3.0
68.5,353.125,7,4.0
68.5,354.375,7,4.0
68.5,355.625,7,4.0
68.5,356.875,8,5.0
68.5,358.125,9,6.0
68.5,359.375,7,4.0
69.5,0.625,8,5.0
69.5,1.8749999999999998,6,3.0
69.5,3.125,6,3.0
69.5,4.375,6,3.0
69.5,5.625,6,3.0
69.5,6.875,5,2.0
69.5,8.125,4,1.0
69.5,9.375,4,1.0
69.5,10.625,4,1.0
69.5,11.875,2,-1.0
69.5,13.125000000000002,1,-2.0
69.5,14.375,1,-2.0
69.5,15.625000000000002,1,-2.0
69.5,16.875,1,-2.0
69.5,18.125,1,-2.0
69.5,19.375,2,-1.0
69.5,20.625,4,1.0
69.5,21.875,4,1.0
69.5,23.125,6,3.0
69.5,24.375,6,3.0
69.5,25.625,6,3.0
69.5,26.875,6,3.0
69.5,28.125,7,4.0
69.5,29.375,6,3.0
69.5,30.625000000000004,5,2.0
69.5,31.875000000000004,5,2.0
69.5,33.125,5,2.0
69.5,34.375,5,2.0
69.5,35.625,5,2.0
69.5,36.875,5,2.0
69.5,38.125,4,1.0
69.5,39.375,4,1.0
69.5,40.625,6,3.0
69.5,41.875,6,3.0
69.5,43.125,8,5.0
69.5,44.375,8,5.0
69.5,45.625,10,7.0
69.5,46.875,12,9.0
69.5,48.125,11,8.0
69.5,49.375,11,8.0
69.5,50.625,11,8.0
69.5,51.875,11,8.0
69.5,53.125,9,6.0
69.5,54.375,11,8.0
69.5,55.625,11,8.0
69.5,56.875,9,6.0
69.5,58.125,9,6.0
69.5,59.37499999999999,9,6.0
69.5,60.62499999999999,7,4.0
69.5,61.87500000000001,7,4.0
69.5,63.12500000000001,6,3.0
